query,lat,lon
"Đường C2 Đưường Tân Liêm, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Dương Bá Trạc P1 Q8 Đưường Dương Bá Trạc, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường 26 Đưường Làng Tăng Phú, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Liên Tổ Lê Thị Dung Đưường Quách Điêu, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Co.Op Mart Tam Binh Đưường Số, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 6 Đưường Số 6, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Thới An 10, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 12, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Bãi Sậy, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 6C Khu Dân Cư Đại Phúc Đưường Phạm Hùng, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường / Đưường Lê Văn Sỹ, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phạm Đăng Giản, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 23, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",10.7164039,106.7346196
"Đường / 26 Đưường Hiệp Bình, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hiệp Thành 44, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Pasteur, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phưường Bà Điểm, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đặng Văn Ngữ P14 Qphu Nhuận Đưường Đặng Văn Ngữ, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trần Xuân Hòa, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Tuấn Mậu, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 67, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",10.7164039,106.7346196
"Đường Đào Tấn, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường A Trần Văn Đang P9 Q3 Tp Hcm Đưường Trần Văn Đang, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Xuân Diệu, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phưường Bình Hưng Hòa A, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Cống Quỳnh Đưường Cống Quỳnh, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Bàu Cát Đôi, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phưường, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trịnh Hoài Đức, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường D2, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Bậc, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 36, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",10.7164039,106.7346196
"Đường Số 27, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",10.7164039,106.7346196
"Đường Số 47 Đưường Số 47, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 85, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",10.7164039,106.7346196
"Đường Xa Lộ Hà Nội, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.8465462,106.7713186
"Đường An Phú Đông 10, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Thị Kiểu, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Thạch Xuân, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hương Lộ 3, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Bà Lê Chân Q1 Tphcm Đưường Bà Lê Chân, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Bình, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Chung Cư Gia Hòa The Art Đưường Đỗ Xuân Hợp, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường 14A Đưường Số 14A, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Gia Phú, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",10.7999025,106.7422665
"Đường Khu Biệt Thự Hồng Long Đưường Trường Sơn, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tân Chánh Hiệp 13, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Ngô Gia Tự, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Thái Phiên, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hoàng Sa Đưường Hoàng Sa, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 22, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hẽm Đưường Vũ Huy Tấn, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Ao Đôi, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 17, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Kc32 Đưường Trần Xuân Soạn, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tân Chánh Hiệp 16, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Kđt Vạn Phúc Đưường Quốc Lộ, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Đình Chi, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Vĩnh Khánh, Quận 4, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trung Mỹ Tây 13, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 8, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",10.8054687,106.7452802
"Đường A23/J4 Đưường Quốc Lộ, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Văn Trị, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hậu Lân, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Chung Cư Ngọc Phương Nam Đưường Âu Dương Lân, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Miếu Gò Xoài, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Dương Thiệu Tước, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trần Thị Ngôi, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường / Đưường Dương Quảng Hàm, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phạm Hữu Chí, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Xuân Hồng, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Sáng, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phưường Trường Thọ, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số Đưường Linh Trung, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Kdc Đào Sư Tích, Huyện Nhà Bè, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Tấn Bê, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Xí Đưường Hoàng Hoa Thám, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường UNKNOWN, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Khắc Nhu, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 2 7, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hương Lộ, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường 11, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",10.7704432,106.7053184
"Đường Liên Khu 5 - 6, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phưường Phước Long B, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tân Hóa, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tân Hóa, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đông Hưng Thuận 42, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trần Văn Quang Phưường 10 Tân Bình Đưường Trần Văn Quang, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hòa Hưng Đưường Hòa Hưng, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường S1. Đưường Nguyễn Xiển, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 31E, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",10.7901672,106.7333049
"Đường Số 11, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",10.8471615,106.7651674
"Đường Phưường An Khánh, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 3, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Sơn Hưng, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tôn Thất Thuyết P3Q4 Tphcm Đưường Tôn Thất Thuyết, Quận 4, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Đức Thọ Đưường Lê Đức Thọ, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Cây Điệp, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường 5 Đưường Số 1, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lưu Chí Hiếu Đưường Lưu Chí Hiếu, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Cảnh Chân, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Kdc Savimex Đưường Gò Ô Môi, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Bảy Hiền, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",10.7788651,106.6488418
"Đường Đưường Trần Văn Đang, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 1A, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Triệu Quang Phục, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 14, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",10.7049698,106.644809
"Đường Số 4, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",10.7058954,106.727178
"Đường Đinh Bộ Lĩnh Đưường Đinh Bộ Lĩnh, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lạc Long Quân Đưường Lạc Long Quân, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Rạch Bùng Binh, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số Đưường Số Đưường Số 7, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 5, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",10.7879587,106.7269814
"Đường Hồ Chí Minh Đưường Ung Văn Khiêm, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 9, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Võ Văn Tần Đưường Cách Mạng Tháng Tám, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Dương Tự Quán, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường C7B Đưường Phạm Hùng, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Bình Lợi Đưường Bình Lợi, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 10, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",10.8471615,106.7651674
"Đường Cách Mạng Tháng Tám, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Chung Cư Đồng Diều Lô J. Đưường Cao Lỗ, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phan Chu Trinh, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường A9 Đưường Cao Thị Chính, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đưường Số 3/2, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đoàn Giỏi, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hoàng Anh Gia Lai Đưường Nguyễn Hữu Thọ, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đông Hưng Thuận 27, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Chánh Hưng, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",10.7421366,106.666184
"Đường Số 19, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",10.7055984,106.6457895
"Đường Lê Cơ, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hà Chương, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Rừng Sác, Huyện Cần Giờ, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 447, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tôn Thất Tùng, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trần Bá Giao Đưường Trần Bá Giao, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 7B, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 11, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tôn Thất Thuyết P3 Q4 Đưường Tôn Thất Thuyết, Quận 4, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 12, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",10.7050048,106.6447821
"Đường Phưường Phú Thuận, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Sn Đưường Số 6, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 24, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.7706249,106.7458434
"Đường C4/ Đưường Phạm Hùng, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lô 11 Đưường Thanh Đa, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Bùi Thị Xuân, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường - 938A Đưường Trường Chinh, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hải Thượng Lãn Ông, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Văn Trỗi, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Linh Xuân, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.8647762,106.7704671
"Đường Phòng Đưường Phan Văn Trị, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Ảnh Thủ Đưường Nguyễn Ảnh Thủ, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường / Đưường Đặng Văn Ngữ, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường F21 Đưường D9, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 23, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",10.7954691,106.7299224
"Đường 436 Đưường Bình Lợi, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Quốc Trinh, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường C26 Đưường Nguyễn Trãi, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Niệm, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Dân Trí, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tú Mỡ, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 9, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tân Chánh Hiệp 3, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường 3A, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trần Bình Trọng, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 11, Huyện Nhà Bè, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đinh Điền, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường C2 / Đưường Số 449, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trần Quý, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đỗ Ngọc Thạnh, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Khu Đưường Trần Não, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Cư Xá Phú Lâm A, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Chung Cư Eratown Đức Khải, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Liên Khu - 6, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Thạnh Lộc 16, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đông Hưng Thuận 10, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Shop Mỹ Vân Đưường Số, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Võ Văn Vân, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Vòng Xoay Lê Đại Hành Đưường Âu Cơ, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 13, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",10.7164039,106.7346196
"Đường B2, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phưường Thạnh Mỹ Lợi, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lạc Long Quân, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",10.7788651,106.6488418
"Đường Số 25, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",10.7164039,106.7346196
"Đường Gò Xoài Đưường Gò Xoài, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trương Phước Phan Đưường Trương Phước Phan, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tạ Hiện, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hoàng Ngọc Phách, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Bis Lô A Bùi Minh Trực Đưường Bùi Minh Trực, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 24, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",10.7903892,106.729794
"Đường Số 9, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",10.750872,106.7177407
"Đường Trần Quang Cơ, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường /.../... Đưường Bạch Đằng, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường 6 Đưường Trung Mỹ Tây, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Bàu Cát, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phạm Phú Thứ, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nam Hòa, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Quang Trung, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường 146/59/18/159A Đưường Vũ Tùng, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Văn Quá Đưường Nguyễn Văn Quá, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường 22 Đưường Mỹ Hòa 1, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Chung Cư Picity Thạnh Xuân Đưường Số, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 51, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.8393722,106.7347937
"Đường Hương Lộ 80, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phưường Linh Chiểu, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phú Định, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",10.7266989,106.6236032
"Đường Hẽm Đưường Xô Viết Nghệ Tĩnh, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường 160 Đưường Số 160, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Melosa Khang Điền Đưường Võ Chí Công, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hàn Thuyên, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 22, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hoa Sữa, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 4, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",10.799579,106.7404209
"Đường X8 Đưường Ba Vì, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Bửu Long, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Xuân Thới Sơn 30, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tân Thới Hiệp 15, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",10.8763131,106.6406947
"Đường Số 659, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường C13 Nguyễn Văn Linh, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tân Chánh Hiệp 10, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường A75/ Đưường Bạch Đằng, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phưường Tân Quý, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Văn Thứ, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 19/5, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",10.7067809,106.7258755
"Đường Cầu Xây, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Sao, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Thị Kỉnh, Huyện Nhà Bè, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tập Đoàn 6B, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 6, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 83, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",10.7891469,106.7306518
"Đường Gò Dưa, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.8666019,106.7267852
"Đường Số Đưường Đưường Số 25, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Thống Nhất Đưường Số, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phan Văn Đối, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Thới Tứ, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trần Chánh Chiếu, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tùng Thiện Vương, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường D6 Đưường Quốc Lộ, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phạm Văn Chiêu: Đưường Phạm Văn Chiêu, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Bà Triệu, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phan Phú Tiên, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Bình Hưng Hòa A, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường A33/ Fa1 Đưường Quốc Lộ 50, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Văn Bảo, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Chung Cư Parcspring Đưường Nguyễn Duy Trinh, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 120, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 156 An Dương Vương, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tân Chánh Hiệp 1, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",10.8547421,106.625473
"Đường Khu Nhà Trọ Đưường Kha Vạn Cân, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường E4/ Đưường Quốc Lộ 50, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Dương Khánh Hội, Quận 4, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phưường Hiệp Phú, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phưường Tăng Nhơn Phú B, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường D1, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường / Đưường Số 20, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phan Văn Đáng, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Quản Trọng Linh, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường B22/ Đưường Bạch Đằng, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đô Đốc Chân, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Ht45 Kp1 Đưường Hiệp Thành 45, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường 25 Đưường Thành Mỹ, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hoàng Kim Giao, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Cư Xá Phú Lâm D, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Song Hành, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",,
"(Hẻm 160) Đưường Tam Châu, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trà Khúc, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phưường Phú Mỹ, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
